TransID,product_id,Order_Date_Key,Required_Date_Key,Shipped_Date_Key,order_id,item_id,customer_id,order_date,required_date,shipped_date,quantity,list_price,discount
107,21,20160122,20160125,20160124,35,4,813,1/22/2016,1/25/2016,1/24/2016,2,269.99,0.07
108,22,20160122,20160125,20160124,35,5,813,1/22/2016,1/25/2016,1/24/2016,1,269.99,0.07
109,9,20160123,20160124,20160124,36,1,1321,1/23/2016,1/24/2016,1/24/2016,1,2999.99,0.07
110,5,20160123,20160124,20160124,36,2,1321,1/23/2016,1/24/2016,1/24/2016,1,1320.99,0.05
111,3,20160123,20160124,20160124,36,3,1321,1/23/2016,1/24/2016,1/24/2016,2,999.99,0.2
112,16,20160125,20160128,20160126,37,1,164,1/25/2016,1/28/2016,1/26/2016,2,599.99,0.05
113,7,20160125,20160127,20160126,38,1,583,1/25/2016,1/27/2016,1/26/2016,2,3999.99,0.05
114,23,20160125,20160127,20160126,38,2,583,1/25/2016,1/27/2016,1/26/2016,1,299.99,0.07
115,25,20160125,20160127,20160126,38,3,583,1/25/2016,1/27/2016,1/26/2016,1,499.99,0.2
116,10,20160125,20160127,20160126,38,4,583,1/25/2016,1/27/2016,1/26/2016,2,1549,0.1
117,24,20160125,20160127,20160126,38,5,583,1/25/2016,1/27/2016,1/26/2016,1,549.99,0.07
118,22,20160125,20160126,20160126,39,1,1296,1/25/2016,1/26/2016,1/26/2016,2,269.99,0.2
119,16,20160125,20160126,20160126,39,2,1296,1/25/2016,1/26/2016,1/26/2016,2,599.99,0.2
120,3,20160125,20160126,20160126,39,3,1296,1/25/2016,1/26/2016,1/26/2016,2,999.99,0.05
121,15,20160125,20160126,20160126,39,4,1296,1/25/2016,1/26/2016,1/26/2016,1,529.99,0.1
122,17,20160127,20160128,20160129,40,1,348,1/27/2016,1/28/2016,1/29/2016,1,429,0.2
123,8,20160127,20160128,20160129,40,2,348,1/27/2016,1/28/2016,1/29/2016,2,1799.99,0.2
124,5,20160127,20160130,20160129,41,1,979,1/27/2016,1/30/2016,1/29/2016,1,1320.99,0.1
125,19,20160127,20160130,20160129,41,2,979,1/27/2016,1/30/2016,1/29/2016,2,449,0.2
126,26,20160127,20160130,20160129,41,3,979,1/27/2016,1/30/2016,1/29/2016,2,599.99,0.2
127,19,20160127,20160128,20160130,42,1,1095,1/27/2016,1/28/2016,1/30/2016,1,449,0.05
128,13,20160127,20160128,20160130,43,1,1434,1/27/2016,1/28/2016,1/30/2016,2,269.99,0.1
129,12,20160127,20160128,20160130,43,2,1434,1/27/2016,1/28/2016,1/30/2016,2,549.99,0.05
130,7,20160128,20160131,20160130,44,1,861,1/28/2016,1/31/2016,1/30/2016,1,3999.99,0.1
131,16,20160128,20160131,20160130,44,2,861,1/28/2016,1/31/2016,1/30/2016,1,599.99,0.05
132,4,20160128,20160131,20160131,45,1,1220,1/28/2016,1/31/2016,1/31/2016,2,2899.99,0.2
133,22,20160128,20160131,20160131,45,2,1220,1/28/2016,1/31/2016,1/31/2016,1,269.99,0.07
134,21,20160128,20160131,20160131,45,3,1220,1/28/2016,1/31/2016,1/31/2016,2,269.99,0.05
135,17,20160129,20160131,20160131,46,1,746,1/29/2016,1/31/2016,1/31/2016,1,429,0.1
136,6,20160129,20160130,20160131,47,1,1234,1/29/2016,1/30/2016,1/31/2016,1,469.99,0.05
137,15,20160129,20160130,20160131,47,2,1234,1/29/2016,1/30/2016,1/31/2016,1,529.99,0.1
138,25,20160129,20160130,20160131,47,3,1234,1/29/2016,1/30/2016,1/31/2016,2,499.99,0.07
139,13,20160129,20160130,20160131,47,4,1234,1/29/2016,1/30/2016,1/31/2016,1,269.99,0.2
140,11,20160130,20160201,20160202,48,1,1012,1/30/2016,2/1/2016,2/2/2016,1,1680.99,0.1
141,4,20160130,20160201,20160202,48,2,1012,1/30/2016,2/1/2016,2/2/2016,1,2899.99,0.2
142,5,20160130,20160201,20160202,48,3,1012,1/30/2016,2/1/2016,2/2/2016,2,1320.99,0.1
143,14,20160130,20160201,20160202,48,4,1012,1/30/2016,2/1/2016,2/2/2016,2,269.99,0.07
144,13,20160131,20160201,20160202,49,1,608,1/31/2016,2/1/2016,2/2/2016,2,269.99,0.07
145,3,20160131,20160203,20160202,50,1,872,1/31/2016,2/3/2016,2/2/2016,1,999.99,0.05
146,26,20160131,20160203,20160202,50,2,872,1/31/2016,2/3/2016,2/2/2016,2,599.99,0.07
147,13,20160131,20160203,20160202,50,3,872,1/31/2016,2/3/2016,2/2/2016,2,269.99,0.2
148,13,20160201,20160202,20160203,51,1,1047,2/1/2016,2/2/2016,2/3/2016,1,269.99,0.05
149,20,20160201,20160202,20160203,51,2,1047,2/1/2016,2/2/2016,2/3/2016,1,599.99,0.05
150,26,20160201,20160202,20160203,51,3,1047,2/1/2016,2/2/2016,2/3/2016,2,599.99,0.2
151,25,20160203,20160204,20160205,52,1,767,2/3/2016,2/4/2016,2/5/2016,1,499.99,0.07
152,8,20160203,20160204,20160205,53,1,965,2/3/2016,2/4/2016,2/5/2016,2,1799.99,0.2
153,23,20160203,20160204,20160205,53,2,965,2/3/2016,2/4/2016,2/5/2016,2,299.99,0.05
154,14,20160203,20160204,20160205,53,3,965,2/3/2016,2/4/2016,2/5/2016,2,269.99,0.2
155,25,20160203,20160204,20160205,53,4,965,2/3/2016,2/4/2016,2/5/2016,2,499.99,0.1
156,26,20160204,20160207,20160207,54,1,535,2/4/2016,2/7/2016,2/7/2016,2,599.99,0.2
157,3,20160204,20160207,20160207,54,2,535,2/4/2016,2/7/2016,2/7/2016,1,999.99,0.2
158,21,20160204,20160207,20160206,55,1,1173,2/4/2016,2/7/2016,2/6/2016,1,269.99,0.05
159,25,20160204,20160207,20160206,55,2,1173,2/4/2016,2/7/2016,2/6/2016,2,499.99,0.2
160,15,20160204,20160207,20160206,55,3,1173,2/4/2016,2/7/2016,2/6/2016,2,529.99,0.2
161,20,20160204,20160206,20160207,56,1,1241,2/4/2016,2/6/2016,2/7/2016,2,599.99,0.07
162,23,20160204,20160206,20160206,57,1,1305,2/4/2016,2/6/2016,2/6/2016,2,299.99,0.1
163,19,20160204,20160206,20160206,57,2,1305,2/4/2016,2/6/2016,2/6/2016,2,449,0.2
164,13,20160204,20160206,20160206,57,3,1305,2/4/2016,2/6/2016,2/6/2016,1,269.99,0.07
165,14,20160205,20160207,20160207,58,1,504,2/5/2016,2/7/2016,2/7/2016,2,269.99,0.05
166,18,20160205,20160207,20160207,58,2,504,2/5/2016,2/7/2016,2/7/2016,1,449,0.07
167,23,20160205,20160207,20160207,58,3,504,2/5/2016,2/7/2016,2/7/2016,1,299.99,0.1
168,21,20160205,20160207,20160206,59,1,563,2/5/2016,2/7/2016,2/6/2016,1,269.99,0.05
169,2,20160205,20160207,20160206,59,2,563,2/5/2016,2/7/2016,2/6/2016,1,749.99,0.1
170,17,20160205,20160207,20160206,59,3,563,2/5/2016,2/7/2016,2/6/2016,2,429,0.1
171,14,20160206,20160208,20160207,60,1,151,2/6/2016,2/8/2016,2/7/2016,2,269.99,0.05
172,4,20160206,20160208,20160207,60,2,151,2/6/2016,2/8/2016,2/7/2016,1,2899.99,0.1
173,15,20160206,20160208,20160207,60,3,151,2/6/2016,2/8/2016,2/7/2016,1,529.99,0.07
174,22,20160206,20160208,20160207,60,4,151,2/6/2016,2/8/2016,2/7/2016,1,269.99,0.2
175,25,20160206,20160209,20160209,61,1,277,2/6/2016,2/9/2016,2/9/2016,1,499.99,0.1
176,15,20160206,20160209,20160209,61,2,277,2/6/2016,2/9/2016,2/9/2016,2,529.99,0.05
177,5,20160206,20160209,20160209,61,3,277,2/6/2016,2/9/2016,2/9/2016,2,1320.99,0.2
178,14,20160207,20160210,20160210,62,1,208,2/7/2016,2/10/2016,2/10/2016,1,269.99,0.07
179,8,20160207,20160210,20160210,62,2,208,2/7/2016,2/10/2016,2/10/2016,2,1799.99,0.1
180,22,20160207,20160210,20160210,62,3,208,2/7/2016,2/10/2016,2/10/2016,2,269.99,0.1
181,25,20160207,20160209,20160209,63,1,1075,2/7/2016,2/9/2016,2/9/2016,2,499.99,0.1
182,19,20160207,20160209,20160209,63,2,1075,2/7/2016,2/9/2016,2/9/2016,2,449,0.05
183,3,20160207,20160209,20160209,63,3,1075,2/7/2016,2/9/2016,2/9/2016,1,999.99,0.1
184,25,20160207,20160208,20160209,64,1,1185,2/7/2016,2/8/2016,2/9/2016,2,499.99,0.1
185,22,20160207,20160208,20160209,64,2,1185,2/7/2016,2/8/2016,2/9/2016,2,269.99,0.2
186,23,20160207,20160208,20160209,64,3,1185,2/7/2016,2/8/2016,2/9/2016,2,299.99,0.2
187,24,20160207,20160208,20160209,64,4,1185,2/7/2016,2/8/2016,2/9/2016,2,549.99,0.1
188,12,20160208,20160209,20160211,65,1,996,2/8/2016,2/9/2016,2/11/2016,1,549.99,0.1
189,2,20160209,20160212,20160212,66,1,1253,2/9/2016,2/12/2016,2/12/2016,1,749.99,0.2
190,23,20160209,20160212,20160212,66,2,1253,2/9/2016,2/12/2016,2/12/2016,1,299.99,0.07
191,12,20160209,20160212,20160212,66,3,1253,2/9/2016,2/12/2016,2/12/2016,1,549.99,0.07
192,23,20160209,20160211,20160210,67,1,526,2/9/2016,2/11/2016,2/10/2016,2,299.99,0.2
193,12,20160209,20160211,20160210,67,2,526,2/9/2016,2/11/2016,2/10/2016,2,549.99,0.1
194,21,20160209,20160211,20160210,67,3,526,2/9/2016,2/11/2016,2/10/2016,1,269.99,0.2
195,5,20160209,20160211,20160210,67,4,526,2/9/2016,2/11/2016,2/10/2016,2,1320.99,0.1
196,19,20160209,20160211,20160210,67,5,526,2/9/2016,2/11/2016,2/10/2016,1,449,0.2
197,13,20160210,20160211,20160213,68,1,381,2/10/2016,2/11/2016,2/13/2016,2,269.99,0.07
198,17,20160210,20160211,20160213,68,2,381,2/10/2016,2/11/2016,2/13/2016,1,429,0.1
199,22,20160210,20160212,20160211,69,1,1413,2/10/2016,2/12/2016,2/11/2016,2,269.99,0.1
200,5,20160210,20160212,20160211,69,2,1413,2/10/2016,2/12/2016,2/11/2016,1,1320.99,0.2
201,10,20160210,20160212,20160211,69,3,1413,2/10/2016,2/12/2016,2/11/2016,1,1549,0.05
202,26,20160211,20160214,20160212,71,1,797,2/11/2016,2/14/2016,2/12/2016,2,599.99,0.05
203,24,20160211,20160214,20160212,71,2,797,2/11/2016,2/14/2016,2/12/2016,1,549.99,0.2
204,18,20160211,20160214,20160212,71,3,797,2/11/2016,2/14/2016,2/12/2016,1,449,0.1
205,17,20160212,20160215,20160213,72,1,1386,2/12/2016,2/15/2016,2/13/2016,2,429,0.07
206,12,20160212,20160215,20160213,72,2,1386,2/12/2016,2/15/2016,2/13/2016,1,549.99,0.05
207,13,20160212,20160215,20160213,72,3,1386,2/12/2016,2/15/2016,2/13/2016,2,269.99,0.1
208,22,20160212,20160215,20160214,73,1,612,2/12/2016,2/15/2016,2/14/2016,1,269.99,0.07
209,26,20160212,20160215,20160214,73,2,612,2/12/2016,2/15/2016,2/14/2016,2,599.99,0.05
210,3,20160212,20160215,20160214,73,3,612,2/12/2016,2/15/2016,2/14/2016,2,999.99,0.07
211,25,20160212,20160215,20160214,73,4,612,2/12/2016,2/15/2016,2/14/2016,1,499.99,0.07
212,23,20160212,20160215,20160214,73,5,612,2/12/2016,2/15/2016,2/14/2016,2,299.99,0.2
213,16,20160213,20160215,20160215,74,1,264,2/13/2016,2/15/2016,2/15/2016,2,599.99,0.05
214,6,20160213,20160215,20160215,74,2,264,2/13/2016,2/15/2016,2/15/2016,1,469.99,0.07
215,3,20160214,20160215,20160217,75,1,587,2/14/2016,2/15/2016,2/17/2016,1,999.99,0.1
216,7,20160214,20160215,20160217,75,2,587,2/14/2016,2/15/2016,2/17/2016,2,3999.99,0.07
217,15,20160214,20160215,20160217,75,3,587,2/14/2016,2/15/2016,2/17/2016,1,529.99,0.2
218,20,20160216,20160219,20160219,77,1,385,2/16/2016,2/19/2016,2/19/2016,1,599.99,0.07
219,24,20160216,20160219,20160219,77,2,385,2/16/2016,2/19/2016,2/19/2016,2,549.99,0.1
220,26,20160216,20160219,20160219,77,3,385,2/16/2016,2/19/2016,2/19/2016,1,599.99,0.2
221,25,20160216,20160219,20160219,77,4,385,2/16/2016,2/19/2016,2/19/2016,1,499.99,0.2
222,17,20160216,20160218,20160219,78,1,1182,2/16/2016,2/18/2016,2/19/2016,1,429,0.07
223,19,20160216,20160218,20160219,78,2,1182,2/16/2016,2/18/2016,2/19/2016,1,449,0.2
224,18,20160216,20160218,20160219,78,3,1182,2/16/2016,2/18/2016,2/19/2016,2,449,0.1
225,14,20160216,20160218,20160219,78,4,1182,2/16/2016,2/18/2016,2/19/2016,2,269.99,0.1
226,9,20160217,20160220,20160220,79,1,529,2/17/2016,2/20/2016,2/20/2016,2,2999.99,0.1
227,17,20160217,20160220,20160220,79,2,529,2/17/2016,2/20/2016,2/20/2016,2,429,0.05
228,6,20160217,20160220,20160220,79,3,529,2/17/2016,2/20/2016,2/20/2016,1,469.99,0.1
229,25,20160217,20160220,20160220,79,4,529,2/17/2016,2/20/2016,2/20/2016,2,499.99,0.07
230,26,20160217,20160220,20160219,80,1,397,2/17/2016,2/20/2016,2/19/2016,1,599.99,0.1
231,24,20160217,20160220,20160219,80,2,397,2/17/2016,2/20/2016,2/19/2016,1,549.99,0.1
232,17,20160217,20160220,20160219,80,3,397,2/17/2016,2/20/2016,2/19/2016,1,429,0.2
233,10,20160217,20160219,20160218,81,1,521,2/17/2016,2/19/2016,2/18/2016,2,1549,0.2
234,23,20160217,20160219,20160218,81,2,521,2/17/2016,2/19/2016,2/18/2016,2,299.99,0.05
235,25,20160217,20160219,20160218,81,3,521,2/17/2016,2/19/2016,2/18/2016,2,499.99,0.05
236,25,20160218,20160221,20160220,82,1,1223,2/18/2016,2/21/2016,2/20/2016,2,499.99,0.1
237,11,20160218,20160221,20160220,82,2,1223,2/18/2016,2/21/2016,2/20/2016,2,1680.99,0.2
238,20,20160219,20160220,20160220,83,1,393,2/19/2016,2/20/2016,2/20/2016,1,599.99,0.2
239,3,20160219,20160220,20160220,83,2,393,2/19/2016,2/20/2016,2/20/2016,2,999.99,0.05
240,23,20160220,20160222,20160221,84,1,317,2/20/2016,2/22/2016,2/21/2016,2,299.99,0.07
241,15,20160220,20160222,20160221,84,2,317,2/20/2016,2/22/2016,2/21/2016,2,529.99,0.07
242,4,20160220,20160223,20160221,85,1,1174,2/20/2016,2/23/2016,2/21/2016,2,2899.99,0.05
243,18,20160220,20160223,20160221,85,2,1174,2/20/2016,2/23/2016,2/21/2016,1,449,0.07
244,9,20160221,20160222,20160223,86,1,276,2/21/2016,2/22/2016,2/23/2016,2,2999.99,0.1
245,23,20160221,20160222,20160223,86,2,276,2/21/2016,2/22/2016,2/23/2016,2,299.99,0.07
246,21,20160221,20160222,20160223,86,3,276,2/21/2016,2/22/2016,2/23/2016,2,269.99,0.2
247,15,20160221,20160222,20160223,86,4,276,2/21/2016,2/22/2016,2/23/2016,1,529.99,0.1
248,20,20160221,20160222,20160223,87,1,516,2/21/2016,2/22/2016,2/23/2016,2,599.99,0.2
249,23,20160221,20160222,20160223,87,2,516,2/21/2016,2/22/2016,2/23/2016,2,299.99,0.1
250,10,20160221,20160222,20160223,88,1,1069,2/21/2016,2/22/2016,2/23/2016,1,1549,0.07
251,8,20160221,20160222,20160223,88,2,1069,2/21/2016,2/22/2016,2/23/2016,2,1799.99,0.1
252,7,20160221,20160222,20160223,88,3,1069,2/21/2016,2/22/2016,2/23/2016,1,3999.99,0.1
253,5,20160221,20160224,20160224,89,1,668,2/21/2016,2/24/2016,2/24/2016,1,1320.99,0.05
254,6,20160221,20160224,20160224,89,2,668,2/21/2016,2/24/2016,2/24/2016,2,469.99,0.1
255,3,20160223,20160225,20160224,90,1,414,2/23/2016,2/25/2016,2/24/2016,1,999.99,0.1
256,6,20160223,20160225,20160224,90,2,414,2/23/2016,2/25/2016,2/24/2016,1,469.99,0.07
257,11,20160225,20160227,20160228,91,1,648,2/25/2016,2/27/2016,2/28/2016,1,1680.99,0.1
258,25,20160225,20160227,20160228,91,2,648,2/25/2016,2/27/2016,2/28/2016,1,499.99,0.05
259,15,20160225,20160227,20160228,91,3,648,2/25/2016,2/27/2016,2/28/2016,2,529.99,0.07
